Timestamp,Value
13:37:36,1
13:37:39,1
13:37:42,1
13:38:07,1
13:38:09,1
13:39:25,1
15:43:47,1
15:43:50,1
15:43:56,1
15:44:00,1
15:44:02,1
15:44:06,1
15:44:10,1
15:44:16,1
15:44:21,1
15:44:24,1
15:44:28,1
15:44:33,1
15:44:42,1
15:46:59,1
15:47:07,1
15:47:43,1
15:49:07,1
15:49:30,1
15:49:50,1
15:54:35,1
15:54:43,1
15:54:45,1
15:54:49,1
15:54:52,1
08:47:49,1
08:47:54,1
08:48:05,1
09:19:10,1
10:54:56,1
10:55:00,1
10:55:47,1
10:55:54,1
10:55:56,1
10:56:27,1
10:57:57,1
10:58:39,1
10:59:12,1
11:00:26,1
11:00:37,1
11:00:42,1
11:00:47,1
11:01:29,1
11:02:27,1
11:02:31,1
11:02:45,1
11:03:28,1
11:04:36,1
11:04:44,1
11:05:47,1
11:06:02,1
11:06:06,1
11:09:04,1
11:29:01,1
11:30:01,1
11:31:01,1
11:34:58,1
11:35:08,1
11:35:18,1
11:35:39,1
11:36:16,1
11:37:00,1
11:38:01,1
11:38:32,1
11:58:07,1
12:00:02,1
12:20:29,1
