Timestamp,Value
10:19:33,0
10:20:07,13066674
10:20:54,13235668
10:36:21,8094
10:49:58,9161
10:50:08,156641
10:50:18,182076
10:50:40,186580
10:50:50,263971
10:51:00,360936
10:51:10,388881
10:51:20,409174
10:51:30,420406
10:51:40,460984
10:51:51,510025
10:52:01,519069
10:52:11,586393
10:52:21,609215
10:52:38,8197
10:52:48,117337
10:52:58,140008
10:53:21,234509
10:53:31,261149
10:53:41,284339
10:53:51,352846
10:54:01,383662
10:54:11,398915
10:54:21,412799
10:54:32,439551
10:54:46,8352
10:54:56,199557
10:55:06,269264
10:55:29,283686
10:55:39,292623
10:55:50,312742
10:56:00,340984
10:56:10,358460
10:56:20,379738
10:56:30,424671
10:56:40,447340
10:56:50,454678
10:57:00,493113
10:57:10,515191
10:57:20,558917
10:57:30,603182
10:57:40,634804
10:57:50,652114
10:58:01,663429
10:58:11,889752
10:58:21,916148
10:58:31,927533
10:58:41,957005
10:58:51,970750
10:59:01,1001696
10:59:11,1041558
10:59:21,1083475
10:59:31,1107140
10:59:41,1131325
10:59:51,1147897
11:00:01,1179150
11:00:11,1242222
11:00:21,1293228
11:00:31,1314910
11:00:41,1347337
11:00:52,1359834
11:01:02,1374290
11:01:12,1405715
11:01:22,1436128
11:01:32,1456092
11:01:42,1862737
11:01:52,1869535
11:02:02,1890634
11:02:12,1898521
11:02:22,1926269
11:02:32,1928899
11:02:42,1949599
11:02:52,1972620
11:03:02,1988643
11:03:14,8862
11:03:24,90043
11:03:34,138283
11:03:57,146881
11:04:07,154513
11:04:17,215181
11:04:27,235682
11:04:37,254573
11:04:48,257755
11:04:58,275023
11:05:08,284155
11:05:18,317882
11:05:28,324037
11:05:38,347522
11:05:48,369042
11:05:58,374302
11:06:08,400582
11:06:18,427698
11:06:28,470895
11:06:38,487840
11:06:49,540989
11:06:59,588140
11:07:09,624855
11:07:19,697461
11:07:29,764656
11:07:39,880529
11:07:49,911211
11:07:59,914902
11:08:09,935362
11:08:19,964314
11:08:29,998335
11:08:39,1009339
11:08:56,6647
11:09:06,108428
11:09:16,171582
11:09:39,282185
11:09:49,323154
11:10:00,332179
11:10:10,373708
11:10:20,403990
11:10:30,416986
11:10:40,431545
11:10:50,477267
11:11:00,486624
11:11:10,502201
11:11:20,519653
11:11:30,554221
11:11:40,568130
11:11:50,588586
11:12:00,619944
11:12:10,636908
11:12:20,652801
11:12:30,678485
11:12:41,701213
11:12:51,722250
11:13:01,754720
11:13:11,782865
11:13:21,821467
11:13:31,838504
11:13:41,859268
11:13:51,880397
11:14:01,892385
11:14:11,912372
11:14:21,934407
11:14:31,943598
11:14:41,975606
11:14:52,983211
11:15:02,995978
11:15:12,1025009
11:15:22,1037428
11:15:32,1040238
11:15:42,1069271
11:15:52,1077346
11:16:02,1118845
11:16:12,1324450
11:16:22,1366891
11:16:32,1382874
11:16:42,1408015
11:16:52,1424058
11:17:02,1437153
11:17:12,1452893
11:17:22,1464262
11:17:33,1483233
11:17:43,1507336
11:17:53,1602295
11:18:03,1661778
11:18:13,1677156
11:18:23,1706417
11:18:33,1719360
11:18:43,1775816
11:18:53,1786130
11:19:03,1794672
11:19:13,2145477
11:19:23,2497864
