Timestamp,Value
14:29:12,7645
14:29:23,7467
14:29:33,729
14:29:43,7187
10:19:12,5279
10:19:22,4813
10:19:32,652
10:19:43,6492
10:19:53,5326
10:20:03,4679
10:36:22,9468
10:36:32,8553
10:36:42,231
10:37:05,1809
10:37:15,1149
10:49:58,92
10:50:08,85
10:50:19,84
10:50:41,84
10:50:51,82
10:51:02,82
10:51:12,82
10:51:22,81
10:51:32,81
10:51:43,81
10:51:53,81
10:52:03,81
10:52:13,81
10:52:24,81
10:52:38,92
10:52:49,85
10:52:59,84
10:53:22,82
10:53:32,81
10:53:42,81
10:53:53,81
10:54:03,81
10:54:13,81
10:54:24,81
10:54:46,92
10:54:57,85
10:55:07,84
10:55:30,81
10:55:40,81
10:55:51,81
10:56:01,81
10:56:11,81
10:56:22,81
10:56:32,81
10:56:42,81
10:56:52,81
10:57:03,81
10:57:13,81
10:57:23,81
10:57:33,81
10:57:44,81
10:57:54,81
10:58:04,81
10:58:14,81
10:58:25,81
10:58:35,81
10:58:45,81
10:58:56,81
10:59:06,81
10:59:16,81
10:59:26,81
10:59:37,81
10:59:47,81
10:59:57,81
11:00:08,81
11:00:18,81
11:00:28,81
11:00:39,81
11:00:49,81
11:00:59,81
11:01:09,81
11:01:20,81
11:01:30,81
11:01:40,81
11:01:50,81
11:02:01,81
11:02:11,81
11:02:21,81
11:02:31,81
11:02:42,81
11:02:52,81
11:03:02,81
11:03:14,92
11:03:24,85
11:03:35,84
11:03:58,84
11:04:08,84
11:04:19,84
11:04:29,84
11:04:39,84
11:04:50,84
11:05:00,84
11:05:10,84
11:05:20,84
11:05:31,84
11:05:41,84
11:05:51,84
11:06:01,84
11:06:12,84
11:06:22,84
11:06:32,84
11:06:42,84
11:06:53,84
11:07:03,83
11:07:13,82
11:07:23,82
11:07:34,82
11:07:44,82
11:07:54,82
11:08:04,82
11:08:15,82
11:08:25,82
11:08:35,82
11:08:56,92
11:09:06,84
11:09:17,84
11:09:40,84
11:09:51,84
11:10:01,84
11:10:11,84
11:10:21,83
11:10:32,83
11:10:42,84
11:10:52,83
11:11:03,83
11:11:13,83
11:11:23,83
11:11:33,83
11:11:44,83
11:11:54,83
11:12:04,83
11:12:14,83
11:12:25,82
11:12:35,81
11:12:45,81
11:12:56,81
11:13:06,81
11:13:16,81
11:13:26,81
11:13:37,81
11:13:47,81
11:13:57,81
11:14:07,81
11:14:18,81
11:14:28,81
11:14:38,81
11:14:49,81
11:14:59,81
11:15:09,81
11:15:19,81
11:15:30,81
11:15:40,81
11:15:50,81
11:16:00,81
11:16:11,81
11:16:21,81
11:16:31,81
11:16:42,81
11:16:52,81
11:17:02,81
11:17:12,81
11:17:23,81
11:17:33,81
11:17:43,81
11:17:53,81
11:18:04,81
11:18:14,81
11:18:24,81
11:18:34,81
11:18:45,81
11:18:55,81
11:19:05,81
11:19:16,81
11:19:26,81
11:19:36,81
11:19:47,81
11:19:57,81
11:20:07,81
11:20:17,81
11:20:28,81
11:20:38,81
11:20:48,81
11:20:59,81
11:21:09,81
11:21:19,81
11:21:29,81
11:21:40,81
11:21:50,81
11:22:00,81
11:22:11,81
11:22:21,81
11:22:31,81
11:22:41,81
11:22:52,81
11:23:02,81
11:23:12,81
11:23:23,81
11:23:33,81
11:23:43,81
11:23:53,81
11:24:04,81
11:24:14,81
11:24:24,81
11:24:34,81
11:24:45,81
11:24:55,81
11:25:05,81
11:25:15,81
11:25:26,81
11:25:36,81
11:25:46,81
11:25:57,81
11:26:07,81
11:26:17,81
11:26:27,81
11:26:38,81
11:26:48,81
11:26:58,81
11:27:08,81
11:27:19,81
11:27:29,81
11:27:39,81
11:27:50,81
11:28:00,81
11:28:10,81
11:28:20,81
11:28:31,81
11:28:41,81
11:28:51,81
11:29:01,81
11:29:12,81
11:29:22,81
11:29:32,81
11:29:42,81
11:29:53,81
11:30:03,81
11:30:13,81
11:30:24,81
11:30:34,81
11:30:44,81
11:30:54,81
11:31:05,81
11:31:15,81
11:31:25,81
11:31:35,81
11:31:46,81
11:31:56,81
11:32:06,81
11:32:17,81
11:32:27,81
11:32:37,81
11:32:47,81
11:32:58,81
11:33:08,81
11:33:18,81
11:33:28,81
11:33:39,81
11:33:49,81
11:33:59,81
11:34:10,81
11:34:20,81
11:34:30,81
11:34:40,81
11:34:51,81
11:35:01,80
11:35:11,81
11:35:22,81
11:35:32,81
11:35:42,81
11:35:52,81
11:36:03,81
11:36:13,80
11:36:23,80
11:36:33,81
11:36:44,81
11:36:54,81
11:37:04,81
11:37:14,81
11:37:25,80
11:37:45,92
11:37:55,84
11:38:05,84
11:38:28,84
11:38:38,84
11:38:48,84
11:38:59,84
11:39:09,84
11:39:19,83
11:39:30,83
11:39:40,83
11:39:50,83
11:40:00,83
11:40:11,83
11:40:21,83
11:40:31,83
11:40:41,83
11:40:52,83
11:41:02,83
11:41:12,83
11:41:22,83
11:41:33,83
11:41:43,83
11:41:53,83
11:42:04,83
11:42:14,83
11:42:24,83
11:42:34,83
11:42:45,84
11:42:55,83
11:43:05,83
11:43:16,83
11:43:26,83
11:43:36,83
11:43:46,83
11:43:57,83
11:44:07,83
11:44:17,83
11:44:28,83
11:44:38,83
11:44:48,83
11:44:58,83
11:45:09,83
11:45:19,83
11:45:29,83
11:45:40,83
11:45:50,83
11:46:00,83
11:46:10,83
11:46:21,83
11:46:31,83
11:46:41,83
11:46:52,83
11:47:02,83
11:47:12,83
11:47:22,83
11:47:33,83
11:47:43,83
11:47:53,83
11:48:04,83
11:48:14,83
11:48:24,83
11:48:35,83
11:48:45,83
11:48:55,83
11:49:06,82
11:49:16,82
11:49:26,82
11:49:36,82
11:49:47,82
11:49:57,82
11:50:07,82
11:50:17,82
11:50:28,82
11:50:38,82
11:50:48,82
11:50:59,82
11:51:09,82
11:51:19,82
11:51:29,82
11:51:40,82
11:51:50,82
11:52:00,82
11:52:10,82
11:52:21,82
11:52:31,82
11:52:41,82
11:52:52,82
11:53:02,82
11:53:12,82
11:53:22,82
11:53:33,82
11:53:43,82
11:53:53,82
11:54:03,82
11:54:14,82
11:54:24,82
11:54:34,82
11:54:44,82
11:54:55,81
11:55:05,81
11:55:15,81
11:55:25,81
11:55:36,81
11:55:46,81
11:55:56,81
11:56:06,81
11:56:17,81
11:56:27,81
11:56:37,81
11:56:48,81
11:56:58,81
11:57:08,81
11:57:18,81
11:57:29,81
11:57:39,81
11:57:49,81
11:57:59,81
11:58:10,81
11:58:20,81
11:58:30,81
11:58:40,81
11:58:51,81
11:59:01,81
11:59:11,81
11:59:22,81
11:59:32,81
11:59:42,81
11:59:52,81
12:00:03,81
12:00:13,81
12:00:23,81
12:00:33,81
12:00:44,81
12:00:54,81
12:01:04,80
12:01:15,80
12:01:25,80
12:01:35,80
12:01:45,80
12:01:56,80
12:02:06,80
12:02:16,80
12:02:27,80
12:02:37,80
12:02:47,80
12:02:57,80
12:03:08,80
12:03:18,80
12:03:28,80
12:03:38,80
12:03:49,80
12:03:59,80
12:04:09,80
12:04:19,80
12:04:30,80
12:04:40,80
12:04:50,80
12:05:00,80
12:05:11,80
12:05:21,80
12:05:31,80
12:05:41,80
12:05:52,80
12:06:02,80
12:06:12,80
12:06:22,80
12:06:33,80
12:06:43,80
12:06:53,80
12:07:04,80
12:07:14,80
12:07:24,80
12:07:34,80
12:07:45,79
12:07:55,80
12:08:05,80
12:08:16,80
12:08:26,80
12:08:36,80
12:08:47,80
12:08:57,80
12:09:07,80
12:09:17,80
12:09:28,80
12:09:38,80
12:09:48,80
12:09:59,80
12:10:09,80
12:10:19,80
12:10:30,80
12:10:40,80
12:10:50,80
12:11:00,80
12:11:11,80
12:11:21,80
12:11:31,80
12:11:41,80
12:11:52,80
12:12:02,80
12:12:12,80
12:12:23,80
12:12:33,80
12:12:43,80
12:12:53,80
12:13:04,80
12:13:14,80
12:13:24,80
12:13:34,80
12:13:45,80
12:13:55,80
12:14:05,80
12:14:16,80
12:14:26,80
12:14:36,80
12:14:47,80
12:14:57,80
12:15:07,80
12:15:18,80
12:15:28,80
12:15:38,80
12:15:48,79
12:15:59,79
12:16:09,79
12:16:19,80
12:16:29,79
12:16:40,80
12:16:50,80
12:17:00,80
12:17:10,80
12:17:21,80
12:17:31,80
12:17:41,80
12:17:52,80
12:18:02,80
12:18:12,80
12:18:22,80
12:18:33,80
12:18:43,79
12:18:53,79
12:19:03,79
12:19:14,79
12:19:24,79
12:19:34,79
12:19:44,79
12:19:55,79
12:20:05,79
