Timestamp,Value
10:19:33,0
10:20:54,253
10:36:21,-1
10:49:58,-1
10:50:08,14.6
10:50:18,14.6
10:50:40,16.8
10:50:50,15.0
10:51:00,16.5
10:51:10,14.9
10:51:20,14.9
10:51:30,16.8
10:51:40,14.6
10:51:51,16.4
10:52:01,15.3
10:52:11,14.9
10:52:21,15.3
10:52:38,-1
10:52:48,15.2
10:52:58,14.8
10:53:21,15.6
10:53:31,22.0
10:53:41,14.8
10:53:51,15.0
10:54:01,16.7
10:54:11,14.9
10:54:21,16.4
10:54:32,16.9
10:54:46,-1
10:54:56,14.9
10:55:06,14.8
10:55:29,16.0
10:55:39,15.6
10:55:50,18.7
10:56:00,16.8
10:56:10,23.2
10:56:20,34.5
10:56:30,16.4
10:56:40,16.9
10:56:50,16.4
10:57:00,15.0
10:57:10,17.9
10:57:20,14.9
10:57:30,15.8
10:57:40,21.1
10:57:50,15.2
10:58:01,14.7
10:58:11,17.3
10:58:21,14.8
10:58:31,16.8
10:58:41,14.7
10:58:51,14.6
10:59:01,14.7
10:59:11,16.8
10:59:21,15.0
10:59:31,14.6
10:59:41,14.8
10:59:51,16.3
11:00:01,14.9
11:00:11,14.7
11:00:21,14.6
11:00:31,14.5
11:00:41,14.6
11:00:52,15.2
11:01:02,16.5
11:01:12,14.9
11:01:22,15.1
11:01:32,14.8
11:01:42,15.3
11:01:52,14.5
11:02:02,15.3
11:02:12,15.2
11:02:22,14.9
11:02:32,15.2
11:02:42,15.0
11:02:52,15.1
11:03:02,16.5
11:03:14,-1
11:03:24,15.1
11:03:34,14.8
11:03:57,16.6
11:04:07,15.1
11:04:17,16.7
11:04:27,16.8
11:04:37,15.0
11:04:48,16.6
11:04:58,16.2
11:05:08,16.8
11:05:18,16.8
11:05:28,16.7
11:05:38,16.7
11:05:48,15.1
11:05:58,16.7
11:06:08,16.6
11:06:18,15.0
11:06:28,16.6
11:06:38,15.2
11:06:49,15.1
11:06:59,16.6
11:07:09,14.8
11:07:19,14.5
11:07:29,15.0
11:07:39,15.0
11:07:49,16.6
11:07:59,16.6
11:08:09,14.9
11:08:19,14.9
11:08:29,19.3
11:08:39,15.0
11:08:56,-1
11:09:06,14.6
11:09:16,15.0
11:09:39,14.7
11:09:49,15.3
11:10:00,16.8
11:10:10,14.9
11:10:20,15.0
11:10:30,16.0
11:10:40,16.6
11:10:50,16.6
11:11:00,16.2
11:11:10,14.6
11:11:20,16.4
11:11:30,16.1
11:11:40,17.0
11:11:50,15.0
11:12:00,14.6
11:12:10,14.6
11:12:20,14.5
11:12:30,14.7
11:12:41,14.7
11:12:51,14.7
11:13:01,16.2
11:13:11,21.6
11:13:21,14.3
11:13:31,16.6
11:13:41,14.7
11:13:51,16.5
11:14:01,14.6
11:14:11,16.5
11:14:21,16.7
11:14:31,14.9
11:14:41,14.6
11:14:51,14.8
11:15:02,15.0
11:15:12,14.6
11:15:22,14.5
11:15:32,14.9
11:15:42,16.6
11:15:52,16.4
11:16:02,14.9
11:16:12,15.8
11:16:22,14.4
11:16:32,14.8
11:16:42,15.0
11:16:52,16.3
11:17:02,16.5
11:17:12,14.7
11:17:22,14.6
11:17:33,14.6
11:17:43,16.3
11:17:53,14.6
11:18:03,16.5
11:18:13,14.4
11:18:23,14.6
11:18:33,14.5
11:18:43,14.8
11:18:53,16.3
11:19:03,14.8
11:19:13,15.6
11:19:23,15.2
11:19:34,15.9
11:19:44,15.5
11:19:54,14.8
11:20:04,14.9
11:20:14,15.1
11:20:24,17.2
11:20:34,15.8
11:20:44,15.0
11:20:54,14.9
11:21:05,812
11:21:15,16.5
11:21:25,15.1
11:21:35,14.9
11:21:45,14.9
11:21:55,14.4
11:22:05,14.7
11:22:15,16.7
11:22:26,14.9
11:22:36,14.6
11:22:46,14.8
11:22:56,16.4
11:23:06,16.6
11:23:16,14.9
11:23:26,14.8
11:23:36,16.9
11:23:46,14.7
11:23:56,15.1
11:24:06,14.7
11:24:16,31.8
11:24:27,14.9
11:24:37,18.0
11:24:47,14.9
11:24:57,15.0
11:25:07,15.1
11:25:17,16.5
11:25:27,15.2
11:25:37,14.7
11:25:47,15.7
11:25:57,16.7
11:26:07,16.5
11:26:17,16.5
11:26:27,17.5
11:26:37,16.5
11:26:48,16.6
11:26:58,14.8
11:27:08,15.1
11:27:18,16.8
11:27:28,14.7
11:27:38,16.3
11:27:48,16.8
11:27:58,14.6
11:28:08,14.7
11:28:18,14.5
11:28:28,14.5
11:28:38,14.7
11:28:49,14.9
11:28:59,17.0
11:29:09,14.7
11:29:19,25.9
11:29:29,17.3
11:29:39,15.0
11:29:49,16.5
11:29:59,16.6
11:30:09,16.3
11:30:19,16.5
11:30:29,16.2
11:30:39,17.5
11:30:50,16.6
11:31:00,16.5
11:31:10,16.9
11:31:20,14.6
11:31:30,14.9
11:31:40,14.9
11:31:50,14.7
11:32:00,14.7
11:32:10,16.3
11:32:20,16.8
11:32:30,14.9
11:32:40,16.7
11:32:50,16.2
11:33:00,16.3
11:33:10,15.5
11:33:21,14.6
11:33:31,14.5
11:33:41,16.7
11:33:51,14.6
11:34:01,15.9
11:34:11,16.8
11:34:21,16.7
11:34:31,14.9
11:34:41,16.3
11:34:51,16.5
11:35:01,16.1
11:35:11,15.2
11:35:21,17.0
11:35:31,16.7
11:35:41,15.0
11:35:52,15.0
11:36:02,15.1
11:36:12,16.6
11:36:22,15.0
11:36:32,16.7
11:36:42,16.4
11:36:52,15.8
11:37:02,16.8
11:37:12,15.1
11:37:22,16.5
11:37:44,-1
11:37:54,15.0
11:38:04,16.9
11:38:27,15.1
11:38:37,15.0
11:38:47,16.7
11:38:57,14.9
11:39:07,16.8
11:39:17,15.1
11:39:27,16.8
11:39:37,14.8
11:39:48,17.0
11:39:58,15.1
11:40:08,14.7
11:40:18,15.3
11:40:28,16.6
11:40:38,15.2
11:40:48,16.9
11:40:58,16.5
11:41:08,15.2
11:41:18,14.6
11:41:28,16.7
11:41:38,14.9
11:41:49,16.8
11:41:59,16.7
11:42:09,16.3
11:42:19,15.0
11:42:29,15.0
11:42:39,16.7
11:42:49,15.1
11:42:59,16.4
11:43:09,17.5
11:43:19,21.2
11:43:29,16.4
11:43:39,16.2
11:43:49,16.6
11:44:00,14.9
11:44:10,16.9
11:44:20,15.0
11:44:30,16.4
11:44:40,14.9
11:44:50,14.8
11:45:00,18.9
11:45:10,17.1
11:45:20,16.3
11:45:30,15.1
11:45:40,16.0
11:45:50,16.7
11:46:00,16.8
11:46:10,16.3
11:46:20,14.5
11:46:30,14.6
11:46:41,15.4
11:46:51,14.5
11:47:01,15.0
11:47:11,16.6
11:47:21,14.9
11:47:31,15.3
11:47:41,16.5
11:47:51,14.8
11:48:01,15.0
11:48:11,14.5
11:48:21,14.7
11:48:31,15.0
11:48:41,14.8
11:48:52,14.6
11:49:02,15.0
11:49:12,16.7
11:49:22,15.2
11:49:32,14.7
11:49:42,16.4
11:49:52,14.8
11:50:02,14.9
11:50:12,17.9
11:50:22,16.4
11:50:32,16.4
11:50:42,14.8
11:50:52,15.1
11:51:03,15.0
11:51:13,16.5
11:51:23,16.4
11:51:33,16.4
11:51:43,14.8
11:51:53,15.2
11:52:03,14.6
11:52:13,16.3
11:52:23,14.7
11:52:33,14.6
11:52:43,15.8
11:52:53,16.6
11:53:03,14.6
11:53:13,15.0
11:53:23,14.8
11:53:34,15.2
11:53:44,16.6
11:53:54,15.1
11:54:04,16.6
11:54:14,17.1
11:54:24,16.7
11:54:34,14.7
11:54:44,14.9
11:54:54,16.7
11:55:04,16.3
11:55:14,16.4
11:55:24,16.5
11:55:34,14.8
11:55:44,17.0
11:55:54,16.8
11:56:05,589
11:56:15,14.8
11:56:25,16.5
11:56:35,16.6
11:56:45,17.0
11:56:55,16.5
11:57:06,14.9
11:57:16,16.5
11:57:26,16.7
11:57:36,15.1
11:57:46,16.9
11:57:56,14.9
11:58:06,16.5
11:58:16,14.9
11:58:26,14.9
11:58:36,15.2
